comment,label,
"Ch?t l??ng tuy?t v?i, th?i gian giao hàng t?t.",POS,
"Shop ph?c v? r?t t?t, s?n ph?m h?p lý.",POS,
Dã man.,NEG,
"1m55 50kg mac ko vua, ph?i 60kg 1m6 moi vua.",POS,
Nh?ng s?n ph?m ok. ^^.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t.,POS,
"Tuy nhiên, hàng b? l?i: ph?n mút lót phía trong b? l?ng m?t l? b?ng ??u ngón tay.",NEG,
Vichy thì mình s? d?ng r?i nên không nói v? ch?t l??ng n?a.,NEU,
Ngon.,NEU,
Mình r?t thích.,POS,
Sz M mà mình d??i 50kg v?n h?i kích nách.,NEG,
?óng nguyên h?p nh? v?y nhi?u khi giao hàng s? ko nguyên v?n ?c h?p.,NEU,
Hàng ??p giá r?.,POS,
Ch?t l??ng s?n ph?m r?t kém.,NEG,
"R?t ?áng ti?n, Th?i gian giao hàng r?t nhanh.",POS,
"Mình th?y nhìn b mua b? b? nh?ng mình m? hàng t?i ch? th?y ok, ch?c t?i m?y b kia xui.",POS,
Nói chung là r?t hài lòng :3.,POS,
?óng gói s?n ph?m ch?c ch?n Th?i gian giao hàng nhanh.,POS,
R?t ?áng ti?n.,POS,
?c cái là v?i r?t ok n?ng tay m?t s? thì h?i có ch? th?a.,POS,
Áo c?ng ??p ??y.,POS,
M50 m55 thì m?c Ok.,NEU,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ?? mua.,POS,
"San ph?m t?t, ?óng gói k? l??ng mình hay mua s?a cho con trên m?ng th?y r?t yên tâm.",POS,
Túi may ch?c ch?n.,NEU,
T?m ?c!,NEU,
?óng gói ko ??p l?m.,NEG,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Th?i gian giao hàng r?t nhanh Th?i gian giao hàng r?t nhanh Th?i gian giao hàng r?t nhanh Th?i gian giao hàng r?t nhanh.,POS,
R?t không ?áng ti?n.,NEG,
Giao hàng nhanh!,POS,
"Màu ?? và ??m h?n ?nh, nh? to lóng lánh r?t yêu!",POS,
Baggy sz h?i nh? còn legging b? rách ? hai túi.,NEG,
Rate 4 sao ?? shop kh?c ph?c và ph?c v? khách hàng t?t h?n.,POS,
Áo ??p.,NEU,
Ch?t l??ng t?m ???c.,POS,
C?m ?n shop.,POS,
Ch?t v?i ??p.,POS,
Gói hàng c?n th?n.,NEU,
Mình k có th?i gian nên thôi dùng t?m.,NEG,
"??p, ??ng dáng, ch?t l??ng áo tuy?t v?i.",POS,
Cho shop 5sao.,POS,
"Áo nh?, ch?t thun không nóng, h?i l? vi?n v?t s?, 4 sao r??i nha.",POS,
G?i tr? shop thì ti?n ship c?ng quá t?i.,NEU,
Tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Th?i gian giao hàng r?t nhanh.,POS,
"???ng may ch?c ch?n, nhuy?n m?n ch? k nh? hàng ch? ???ng may thô to.",NEU,
Balo ??p l?m ?.,POS,
"Hàng t?i r?t nhanh, r?t tuy?t v?i.",POS,
"Gi?y ??p, da m?m, êm.",POS,
D?n shop ghi rõ lo?i cay ho?c cay v?a r.,NEU,
Qu?n m?ng .,NEU,
Good product quality.,POS,
R?t ?ng.,POS,
Qu?n ch?t c?ng ban ko d??c.,NEU,
Ph?i ?i bóp l?i ?ùi b?n m?i ??p.,NEU,
Chúc sk pun may pan ??t .tks sk r?t nhi?u.,POS,
Ch?t l??ng t?t so v?i giá ti?n.,POS,
??.,POS,
Mình ch?n size S nh?ng c? áo h?i sâu.,NEU,
Ch?t l??ng ?n ??????????.,POS,
Váy m?m m??t và lên dáng r?t ??p!,POS,
?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?i Th?i gian giao hàng r?t nhanh R?t ?áng ti?n.,POS,
"Ch?t v?i ok nh?ng khá m?ng, m?c l? áo trong.",NEG,
"?ng nh?t là ?óng gói c?n th?n , ch?c ch?n.",POS,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,
Ti?c là không có ?? rút nút....,NEU,
Áo d? nh?n ko m?y t? tin n?u ph?i ng?i ô tô.,NEU,
K hài lòng v? cách mô t? sp c?a shop d?n ??n vi?c nh?n ?c sp k dùng ?c.,NEG,
Giá v là quá ok r.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i!,POS,
Giao sai k ?úng ý.,POS,
Nh?ng trc khi giao hàng K ki?m tra s?n ph?m.,NEU,
M?c k tôn dáng l?m t?i k? v?ng nhi?u nên h?i th?t v?ng.,NEG,
Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n qu?n m?c thích l?m.,POS,
Cám ?n shop.,POS,
"Qu?n áo may ?ùi bó sát, m?c ko tho?i máiiii huhu.",NEU,
Shop check tn mình ?i... giao hàng nh?m cho mình rui.,NEG,
Nói chung là r?t hài lòng.,POS,
V?i l?i.,NEG,
Ch?t l??ng s?n ph?m t?t nh?ng giao sai màu mình yêu c?u.,NEG,
Th?i gian giao hàng siêu siêu lâu.Hàng t?m ???c.,NEG,
??i sang rêu.,NEU,
Phao ko m?m m?i.,NEG,
Ki?u và ch?t ??p nh?ng áo h?i ng?n.,POS,
T?t c? ?? mình mua ??u r?ng thùng thình quá c?.,NEG,
"Áo giao ?úng m?u, v?i r?t ok shop t? v?n r?t nhi?t tình.",POS,
Th?m mùi s? chanh.,POS,
Th?i gian giao hàng r?t nhanh sp ok.,POS,
R?t ?áng ti?n.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
Shop ??ng áo s? mi nam c? b? dài tay dáng Body Kojiba nh?ng khi nh?n hàng thì l?i là áo mác T-MAX.,NEG,
K ?ng l?m.,NEG,
Nên s? tìm cách t? s?a ????????????????????????.,NEU,
Mua l?n 2 c?a shop v?n th?y perfect.,POS,
V?i r?t ??p R?t ?áng ti?n ?óng gói s?n ph?m r?t ??p và ch?c ch?n Th?i gian giao hàng r?t nhanh.,POS,
T?m dk.,NEU,
"M?i nh?n, ch?a có th?i gian khui thùng xem hàng nh?ng th?y ?óng gói hàng k? càng v?y thì yên tâm quá r?i.",POS,
Ch?t l??ng s?n ph?m t?m ???c ?óng gói s?n ph?m kém Th?i gian giao hàng ch?m Giá c? ch?p nh?n ???c Shop ph?c v? t?m ???c.,NEG,
Hàng y hình? có thêm vài m?u d? th??ng nh? này em s? ?ng h? dài dài.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Hài lòng.,POS,
Nh?m ??n nên h?i l?ng nh?ng chút xíu.,NEU,
Màu có h?i ??m h?n nh?ng r?t ?ng.,NEU,
Mùi th?m d? ch?u k quá n?ng mùi s?.,POS,
Mình mua lúc shop sale nên giá r? so v?i ch?t l??ng.,NEU,
M?i ng ?ng h? shop này nhé..,POS,
Vote 5 sao.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n R?t ?áng ti?n Th?i gian giao hàng r?t nhanh Th?i gian giao hàng r?t nhanh Th?i gian giao hàng r?t nhanh Th?i gian giao hàng r?t nhanh.,POS,
S?n ph?m ??p và gi?ng hình dây da nhìn ko th?t.,POS,
"S?n ph?m nh? hình m?u, giao hàng nhanh.",NEU,
"Ch?t l??ng s?n ph?m tuy?t v?i, va?i mi?n va? ma?t ?óng gói s?n ph?m r?t ??p và ch?c ch?n.",POS,
?óng gói s?n ph?m r?t ??p và ch?c ch?n Còn ch?t l??ng s?n ph?m thì vì ch?a xài nên ch?a bi?t nh?ng v?n ?ng h? và cho shop 5*.,POS,
Tgian giao hàng r?t nhanh....5*.,POS,
"Ch?t l??ng s?n ph?m r?t kém, ch?t v?i , màu s?c ko gi?ng hình.",NEG,
Minh k thay km quan.,NEU,
"Màu y nh? ?nh, ch?t len t?m m?m m?n.",POS,
Quá.,NEU,
"Ch?t l??ng s?n ph?m tuy?t v?i, shop r?t nhi?t tình.",POS,
R?t ??p.,POS,
Shopee g?i mã r?t nhanh.,POS,
G?u ko gi?ng hình.,NEG,
"k ph?i ?en tr?ng, Ch?t l??ng s?n ph?m t?m ???c.",POS,
Mình k ngh? là ?? l?i ok nh? v?y.,POS,
"Mua 2lan deu giao hàng thieu dung ai tin tuong con quy ban hang nay nua, ch?c do mình mua nhìu nen nó c? tình giao thi?u hàng 2l?n ??u thi?u.",NEG,
?ã mua li?n 3 cái và s? ?ng h? shop dài dài.,POS,
"Giá thành r? nên ch?t l??ng c?ng không dám mong ??i nhi?u nh?ng màu v?i b? c?, ph?n hình c?ng b? phai.",NEU,
Ch?t l??ng s?n ph?m t?m ???c Không ?áng ti?n.,NEU,
Tr??c ?ây mình t?ng mua shop khác t?i 200k l?n mà v?i c?ng gi?ng v nè.,NEU,
Sp ??p nh?ng quá nh? so v?i size không m?c ???c.,NEU,
Tôi mu?n tr? l?i hàng vì dáng áo r?t x?u !,NEG,
Ch?c ch?n.,NEU,
Tuy v m th?y v?n h?i m?ng và th?y n?i y.,NEU,
Mình ch?n xanh than l?i giao màu ?en.,NEU,
Okie.,NEU,
"Ch?t l??ng s?n ph?m tuy?t v?i, ch? shop t? v?n nhi?t tình ??????.",POS,
"Ao Thai ma tem nhan cho thi chu Trung Quoc, cho thi chu hang Viet.",NEU,
"Mua 2 l?n t?i shop 5 áo , áo nào c?ng ?ng t? ki?u dáng t?i ch?t li?u không chê ch? nào ???c.",POS,
v?i thô c?ng.,NEU,
Nh?ng bù l?i mk ?ng l?m ?.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i Th?i gian giao hàng nhanh.,POS,
Giá ph?i ch?ng.,NEU,
?óng gói s?n ph?m ch?c ch?n Ch?t l??ng s?n ph?m t?t Nh?ng h?n m?ng.,POS,
"Chat vai xau, mac nong.",NEG,
?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,
"Gui sai màu,.",NEU,
"Váy r?t ??p, ch?t voan m?n, cô ch? t? c?n nhi?t tình.",POS,
Mua hàng l?n th? 2 r?i nè.,NEU,
Ch?t l??ng s?n ph?m t?t Nh?ng shop g?i nh?m size giày thái ?? shipper ko t?t.,POS,
H?p túi ti?n.,NEU,
?ôi Puma x?u quá nh?ng ?ôi tr?ng cx ?c.,NEG,
"Ch?t l??ng s?n ph?m tuy?t v?i .?óng gói s?n ph?m r?t ??p và ch?c ch?n, R?t ?áng ti?n .Th?i gian giao hàng r?t nhanh.",POS,
TK ??.,NEU,
Qu?n ??p l?m shop ?i.,POS,
giá t?t.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
Hàng v?i ???c .. nh?ng v?t áo ???ng may không ??p .. tay áo may cng không ??p . ??????.,POS,
K gi?ng hình chút nào.,NEG,
"V?i thun bông phù h?p m?c mùa thu, ch? mùa hè s? h?i nóng^^ V?i giá này thì ch?t l??ng áo th?t tuy?t ?óng gói s?n ph?m r?t ??p và ch?c ch?n.",POS,
Nh?ng ph?n nách b? ??a ra nhi?u quá ph?i ?i bóp l?i.,NEU,
"V?i ??p, m?i th? ??u ??p ?.",POS,
?ánh giá là 75%.,NEU,
Có s?n ph?m h?i d? m?t chút nh?ng ch?p nh?n ???c.,POS,
T?t 5*.,POS,
?óng gói s?n ph?m r?t kém R?t không ?áng ti?n mô t? có nói là 53kg m?t v?n v?a nh?ng s? th?t ph? phàng quá.,NEG,
"?óng gói s?n ph?m r?t ??p và ch?c ch?n, ??p.",POS,
Ch?t l??ng s?n ph?m t?t.,POS,
Size .,NEU,
?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,
Giày r?t ok.,POS,
"Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh, hàng ??p mà r? mn mua ?i.",POS,
Th?i gian giao hàng r?t nhanh Th?i gian giao hàng r?t nhanh R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,
?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,
Ch?t thì ???c nh? có m?t cái b? rách.,NEG,
"Shop giao hàng sai m?u, ??t 1 ki?u giao 1kieu, cài khuy tr??c.",NEG,
Hihi.,NEU,
Hic hic.,NEU,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh.,POS,
Áo ??p dã man ? ???? ch?t ??p l?m ý ????.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh ?óng gói ch?a k?.,POS,
"V?i ??p , sp nh? hi?nh .",POS,
Tay áo h?i ng?n dù em cao 1m52.,NEU,
"Màu h?i nh?t so v?i hình, nh?ng v?i s? ti?n nh? v?y thì mình c?m th?y ok l?m.",POS,
C? áo h?i r?ng!,NEU,
S? ?ng h? shop ti?p.,NEU,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n hàng ??p c?c kì ?!!!,POS,
M?ng nh? ko mac.,NEG,
"V?a ch?t hôm tr??c hôm sau có hàng,.",NEU,
Hàng ch?t l??ng.,POS,
Ch?t bình th??ng.,NEU,
"Hàng ??p, màu s?c, ki?u dáng y hình ??.",POS,
Ch?t len ??p.,POS,
"Shop ph?c v? r?t t?t R?t ?áng ti?n, ch? shop có tâm còn t?ng quà n?a ^^.",POS,
.,NEU,
Ch?t l??ng s?n ph?m t?m ???c.,POS,
"Túi ??p, r?t gi?ng hình.",POS,
Tks shop nha.,NEU,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
Bát h?i nh?.,NEU,
"V?i không ???c t?t l?m, h?i n?c, in ch? lem :))) có 3 cái b? ch?t trong s? 5 cái, ?óng gói s?n ph?m ch?c ch?n Shop ph?c v? khá t?t Th?i gian giao hàng nhanh Th?i gian giao hàng nhanh.",NEG,
Màu khác nhau ch?t khác nhau theo.,NEU,
K ?ng ý l?m ??.,NEG,
?ã mua.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
Ch?t l??ng s?n ph?m t?t ?óng gói s?n ph?m ch?c ch?n ?áng ??ng ti?n ?áng ??ng ti?n.,POS,
ok v?i giá ti?n. v?i m?n.,POS,
"_ áo không gi?ng hình l?m, l?i ng?n, ai c?ng b?o gi?ng áo c?.",NEU,
"Ch?t l??ng ok, ch? shop thân thi?n.",POS,
"This bra looks great with its floral pattern, the form fits well, true to size.",POS,
Ch?a bi?t cách s? d?ng ra sao k?t n?i v?i ?i?n tho?i nh? th? nào.,NEU,
So Tam dc.,NEG,
Th?t s? r?t hài lòng và ?ng ý :D Còn ?ng h? shop thêm.,POS,
?ã mua nhi?u l?n.,NEU,
tien nao cua do.,NEU,
"Ch?t l??ng chán vì c?ng quá, m?c vào r?t khó ch?u r?t ng?a.",NEG,
Ch?t l??ng sp t?t..giao hàng ch?m :(.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
L?n ??u tiên mua hàng qua shopee b? ph?i hàng ??u.,NEU,
Vãi ??p m?c dô cute ?úng ý luôn.,POS,
Qu?n áo và váy ??t v? ??u dày d?n gi?ng hình.,POS,
"S?n ph?m ??p nh? shop gi?i thi?u, giao hàng r?t nhanh và ?úng màu yêu c?u.",POS,
Phu?c vu?.Giao ha?ng .sa?n phâ?m râ?t ok.,POS,
"M?t s?n ph?m tuy?t v?i cho ch? em, giúp ti?t gi?m s?c lao ??ng và th?i gian cho vi?c ch?m sóc nhà c?a.",POS,
"Ch?t l??ng s?n ph?m tuy?t v?i, giao hang nhanh.",POS,
Hàng ??p v??t mong ??i shop ?.,POS,
Giao hàng h?i lâu m?t chút.,NEG,
"Máy ??p tuy nhiên lúc ??u t??ng máy ko có kèm pin nên hoang mang, shop ?ã liên h? xin l?i mình v?i lý do s? sót lúc so?n hàng và ?ã h?a g?i b? sung pin máy cho mình, th?t cám ?n shop mình ?ánh giá l?i 5 sao và s? ?ng h? ti?p.",POS,
"Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Th?i gian giao hàng r?t nhanh, hình thú trên túi áo là hình thêu ??p l?m ?.",POS,
"Ch?t l??ng s?n ph?m tuy?t v?i, th?i gian giao hàng r?t nhanh ?áng ti?n, shop ph?c v? r?t t?t, s?n ph?m r?t ??p và ch?c ch?n.",POS,
Ch?t l??ng s?n ph?m tuy?t v?i..quá ?áng ti?n ch?t v?i ??p mang lên chu?n dáng luôn ? ????.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i c??c ki? ?ng y?.,POS,
M?c ?c 4 l?n và k bh m?c l?i n?a.,NEG,
Giao hàng l?i r?t nhanh.,POS,
"Sp không gi?ng hình l?m, nh?ng xài ???c.",NEG,
Good!,POS,
"Ch?t l??ng v?i t?t Ch?t l??ng s?n ph?m tuy?t v?i,,,nh?ng có ch? b? l?i,,, ?óng gói s?n ph?m r?t ??p và ch?c ch?n.",POS,
Áo form r?ng dài ??p Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
Lo?i này b?n nào ng?c to thì m?c ??p nè.,NEU,
Ch?a s? d?ng nên Ko bi?t ch?t l??ng th? nào.,NEU,
giay rat ??p.y hình .tuy nhiên co 1 ?ôi ck mình mag k.v?a nt noi shop nh? shop ??i lai zum ma 2.3 ngay sau m?i t.l?i .,POS,
?ã nh?n hàng b??c ??u b?ng c?m quan thì ??p giá r? còn dùng ?c bao lâu thì ch?a bi?t.,POS,
Nh?ng sao ?ó ?c ch? shop t? v?n thì l?a ???c size v?a in luôn ??.,NEU,
Giá c? ch?p nh?n ???c.,NEU,
.??p nh?ng là áo freesize nên b?n nào nh? ng??i nên l?u ý.,NEU,
???ng may thì ko dc ??p .ko gi?ng hình.,NEG,
"V?i m?m, ôm dáng ??p.",POS,
Tuy h?p b? b?.,NEG,
Quá ??p!,POS,
Khá okie. :))).,POS,
Th?i gian giao hàng r?t nhanh.,NEU,
Ngh? m?c ko v?a ai ng? ??p l?m luôn.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i R?t ?áng ti?n R?t ?áng ti?n Th?i gian giao hàng r?t nhanh Shop ph?c v? r?t t?t Shop ph?c v? r?t t?t.,POS,
S?n ph?m có th? t?m ch?t nh?n nh?ng g?i nh?m s?n ph?m.,NEU,
Shop giao hàng nhanh và nhi?t tình.,POS,
??p thi?t v?i m?n dày.,POS,
Khi nào c?n mình l?i ?ng h? shop.,NEU,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n!,POS,
Size 41 gì mà bé xíu.,NEU,
Áo i hình nh?ng h?i m?ng.,NEG,
"Chat lieu vai rat c?ng, áo k dc r?ng nh? hình ch?p.",NEG,
"Hàng ??p ?, có m?t qu?n lo?i khác mình ko thích l?m.",NEU,
Shop giao thi?u hàng.,NEU,
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
"Nào gi? toàn ch?y th?ng lên shop mua, nói chung là c?ng an tâm v? ch?t l??ng s?n ph?m, shop gói hàng r?t k?.",POS,
R?t ?áng ti?n.,POS,
"Không có ngày s?n xu?t, h?n s? d?ng.",NEG,
Hàng hãng chu?n fullbox :x.,NEU,
Th?i gian giao hàng ch?m Ch?t l??ng s?n ph?m kém.,NEG,
"Giá t?t, áo xinh, b?n nào có ng?c m?c áo cài tr??c gom ng?c ??p.",POS,
Ch?t l??ng s?n ph?m tuy?t v?i R?t ?áng ti?n R?t ?áng ti?n.,POS,
Shop ph?c v? r?t t?t.,POS,
Mình khuyên các b?n ??ng mua áo ? shop này vì Các bn s? t?n ti?n mua dài dài :) :) !,NEG,
"M 1m55, n?g 50kg.",NEU,
có s?n ph?m b? l?i mói mà ?ã th?ng r?i. th?i gian giao hàng nhanh.,POS,
Form siêu tho?i mái luôn ch?t li?u v?a v?i th?i ti?t sài gòn k quá dày c?ng k ph?i là m?ng.,POS,
Khóa hai chi?u ti?n.,NEU,
"???ng lai ao xâu wa, mac hoi chat.",NEG,
Ch?t li?u dày d?n - Ch?t l??ng s?n ph?m tuy?t v?i !,POS,
"Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n,son ??p t? v? ??n bên trong ???.",POS,
Áo nh? h?n so v?i t??ng t??ng ?óng gói s?n ph?m ch?c ch?n.,POS,
Shop giao hang nhanh nhung chua du so luong shop ko bao lai.,POS,
Y shop !,POS,
Trên m?c tuy?t v?i.,POS,
No ao k co dinh hat nhu hi?nh ban nhe.,NEU,
"Ch?t li?u y hình, nh?ng ???ng may k ??p.",POS,
?óng gói s?n ph?m c?n th?n.,NEU,
nh?ng ?óng gói s?n ph?m không ??p l?m.,NEU,
??t cùng size giày mà ?ôi vans ?en l?i b? r? g chân quá.,NEU,
Ch? shop d? th??ng.,POS,
"Màu vàng k gi?ng ?nh, nh?ng v?i khá ??p.",NEU,
form áo ??p.,POS,
"??n hàng 220k phí giao hàng 123k, hài!",NEU,
"Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh, x?.",POS,
"Th?i gian giao hàng r?t nhanh, túi h?i m?ng.",POS,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,
"Hàng ??p gi?ng hình,giao hàng nhanh.",POS,
"Giao sai áo,??t áo lót ?úc bàn tay nâng ng?c giao hàng l?i giao áo này.",NEG,
Áo shop r?t r?t r?t tuy?t v?i luôn ?.,POS,
Th?m mùi cafe s?a l?m.,NEU,
Còn ???c shop t?ng quà n?a.,NEU,
??p.,NEU,
"Hàng ??p, Shop t? v?n r?t nhi?t tình, s? ?ng h? ti?p.",POS,
S?n ph?m không gi?ng hình m?u.,NEU,
V?i m?ng.,NEU,
??????.,NEU,
Ch?t l??ng s?n ph?m kém ?óng gói s?n ph?m kém.,NEG,
Shop nên quâ?n quanh chai s??a ga?o b??ng mâ?y miê?ng bo?ng h?i ?ê? v??a sa?ch ma? vâ?n an toa?n.,NEU,
Hàng ??p!,NEU,
C?m ?n shop nhieu nha.,POS,
Áo ??p nh? này có 28k thôiiii á ??????.,POS,
Giao hàng r?t nhanh.,POS,
Áo d? th??ng l?m luôn v?i giao hàng siêu nhanh luôn ??????.,POS,
Váy h?i m?ng.,NEG,
Ai ??t onl thì nên ??t r?ng h?n 1 size.,NEU,
"Ch?t l??ng s?n ph?m t?t,.",POS,
Ch?t l??ng s?n ph?m tuy?t v?i!,POS,
Méo gi?ng nh? hình :).,NEU,
Ch? ra gif.,NEG,
R?t ?áng ti?n.,NEU,
"Ch?t v?i ??p, Áo s?c ngang màu có h?i nh?t h?n m?t chút nh?ng ch?t li?u r?t dày d?n.",POS,
"R?t ti?c m?c ko v?a, ph?i có size Xl thì tuy?t h?n.",NEU,
"Ch?t l??ng tuy?t v?i, cái này là cái th? 2.",POS,
Tuy nhiên có Áo nh? có Áo l?i to.,NEU,
Áo ??p y nh? hình.,NEU,
Hang ko giong hinh.,NEU,
?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n Shop ph?c v? r?t t?t.,POS,
"??m phù h?p v?i giá ti?n, m?c ai c?ng b?o sexy quá ??.",NEU,
1 tháng tui mua ? shop này 2 cái áo s? mi r?i ?ó ???? ch? nói tóm lai là áo max ??p phù h?p vs giá ti?n ????????.,POS,
?óng gói s?n ph?m ch?c ch?n Th?i gian giao hàng nhanh.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
V?i voan có ?? co dãn nh? nên kh?i l?n t?n nhé.,NEU,
"S?n ph?m ??p l?m shop ?i, mình mua t?ng cho bà xã m?c v?a in luôn C?m ?n shop nhi?u l?m????. 10 sao cho shop luôn.",POS,
Bán hàng 1kiu ship hang 1kiu v?y à.,NEG,
T? v?n nói có ch? m67 k bi?t ch? ?ó m?c t?i ?âu.,NEU,
Th?i gian giao hàng nhanh.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i th?i gian v?n chuy?n khá lâu.,POS,
Cám ?n shop.,NEU,
R?t ?áng ti?n Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh.,POS,
"Shop ph?c v? r?t t?t ,Th?i gian giao hàng r?t nhanh, áo thì k ???c ??p nh? hình.",POS,
"Áo gi?ng hình, ch?t v?i ok.",NEU,
Ch?t l??ng san ph?m kém.,NEG,
5 sao cho ch? shop. 4 sao cho ch?t l??ng.,POS,
"Ch? shop d? th??ng n?a, thanks.",POS,
Qu?n ??p l?m.,POS,
Qu?n lót ??p.,POS,
"Tuy nhiên khi ng?i 2 bên túi ph?ng ra, l? v?i ?en lót túi và v?i không ???c se l?i b? t?a, không có cách kh?c ph?c chak ch? có may l?i túi m?i h?t b? l?i.",NEU,
Th?c s? c?m th?y không hài lòng khi b? ti?n ra mua 1 s?n ph?m k ch?t l??ng.,NEG,
"Mua 3 lo?i c?a shop ??u r?t ??p, v?a v?n, ch?c ch?n.",POS,
Shop bán hàng có tâm.,POS,
"Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n , ??n v? ship VNpost giao hàng h?i lâu ( c? tu?n ) nh?ng bù l?i ch?t l??ng t?t nên mình v?n rate 5* .",POS,
"R?t ?áng ti?n, nh?ng màu hoi nhat.",NEU,
Áo ??p mà ??i lâu quá xá.,POS,
Hàng k gi?ng hình.,NEU,
"Áo sz S v?a, tuy nhiên Dáng v?n ko ??p l?m.",NEG,
Ch?t l??ng s?n ph?m t?t ?áng ??ng ti?n ?áng ??ng ti?n.,POS,
M?c tôn dáng và ?ng nh?t là gi?t k b? ch?y dão.,POS,
sp v?a ý.. giá r?.. s? ?ng h? típ.,POS,
S?n ph?m nh? hình!,POS,
"A?o ?e?p, mô?i tô?i ma?u ?â?m nên k nung ninh nh? hi?nh :).",POS,
?i?u này mk k hài lòg l?m.,NEG,
Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh.,POS,
"Áo màu from ??p, ch? có ch?t v?i mình không thích, ch? shop nhi?t tình.",POS,
???c t?ng t?t n?a.,NEU,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t nhi?t tình R?t ?áng ti?n.,POS,
??p ch? là to h?n mình ngi.,NEU,
